Código da notícia 2022,Data da notícia,Região,UF,MUNICÍPIO,ID,Ação Matriz,Ação derivada,Nome do movimento,Cadastrar novo movimento,Datas da ação,ODS,Cadastrar nova pauta,Pautas da ação,Data incompleta,Bioma
FLO140922B,"set. 14, 2022",Centro-oeste , Mato Grosso do Sul , Amambai,5000609,Comunicativa, Nota de pesar,Outros,,Data inicial: 14/09/2022 Data final: 14/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Racismo étnico​
Direito ao território​
Segurança Territorial​
Direitos originários​",,Mata Atlântica
FLO150722A,"jul. 15, 2022",Centro-oeste , Mato Grosso do Sul , Amambai,5000609,Comunicativa, Vídeo de Denúncia,Outros,Povo Guarani Kaiowá,undefined,"10; Redução das Desigualdades
16; Paz Justiça e Instituições Eficazes",,Racismo étnico​,,NI
FLO290922G,"set. 29, 2022",Centro-oeste , Mato Grosso do Sul , Amambai,5000609,Encontro ,Reunião de negociação,Outros,Povo Guarani-Kaiowá,Data inicial: 28/09/2022 Data final: 28/09/2022,"10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Eleições 2022,Outros,,Mata Atlântica
FLO261122A,"nov. 26, 2022",Centro-oeste , Mato Grosso do Sul , Antônio João,5000906,Evento , Assembleia,Outros,Mulheres Caiouá e Guarani,Data inicial: 22/11/2022 Data final: 26/11/2022,16; Paz Justiça e Instituições Eficazes,Assassinatos; Violência; Retomadas; Ferrovia da Soja,Outros,,Cerrado
FLO021222C,"dez. 2, 2022",Centro-oeste , Mato Grosso do Sul , Antônio João,5000906,Evento , Assembleia,Outros,Povo Kaiowá; Povo Guarani; Kuñangue Aty Guasu (Grande Assembleia das Mulheres Kaiowá e Guarani),Data inicial: 22/11/2022 Data final: 26/11/2022,"3; Saúde e Bem-Estar
5; Igualdade de Gênero
10; Redução das Desigualdades
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Questões de gênero​
Demarcação de terras​
Políticas indigenistas​
Direito ao território​
Segurança Territorial​
Direitos originários​
Patrimônio territorial​",,Cerrado
FLO021222D,"dez. 2, 2022",Centro-oeste , Mato Grosso do Sul , Antônio João,5000906,Comunicativa, Ofício,Outros,Povo Kaiowá; Povo Guarani; Kuñangue Aty Guasu (Grande Assembleia das Mulheres Kaiowá e Guarani),Data inicial: 28/11/2022 Data final: 28/11/2022,"3; Saúde e Bem-Estar
5; Igualdade de Gênero
10; Redução das Desigualdades
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Questões de gênero​
Demarcação de terras​
Políticas indigenistas​
Direito ao território​
Segurança Territorial​
Direitos originários​
Patrimônio territorial​",,Pantanal
FLO140922A,"set. 14, 2022",Centro-oeste , Mato Grosso do Sul , Campo Grande,5002704,Comunicativa, Nota de Pesar,Outros,Conselho Indigenista Missionário (CIMI),Data inicial: 13/09/2022 Data final: 13/09/2022,"5; Igualdade de Gênero
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Racismo étnico​
Questões de gênero​
Segurança Territorial​
Direitos originários​",,Cerrado
FLO080922G,"set. 8, 2022",Centro-oeste , Mato Grosso do Sul , Campo Grande,5002704,Encontro , Reunião de Negociação,Outros,Indígenas de áreas Urbanas de Campo Grande não identificados,Data inicial: 05/09/2022 Data final: 05/09/2022,"3; Saúde e Bem-Estar
10; Redução das Desigualdades
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Assistência Social,"Outros
Saúde indígena​",,Cerrado
FLO140722B,"jul. 14, 2022",Centro-oeste , Mato Grosso do Sul , Campo Grande,5002704,Encontro , Reunião de Articulação,NI,,undefined,"10; Redução das Desigualdades
15; Vida Terrestre",,"Políticas indigenistas​
Direitos originários​",,NI
FLO040822A,"ago. 4, 2022",Centro-oeste , Mato Grosso do Sul , Coronel Sapucaia,5003157,,,,Guarani Kaiowá,,"3; Saúde e Bem-Estar
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Racismo estrutural,"Segurança Territorial​
Direitos originários​",NI/05/2022,
FLO230522E,"mai. 23, 2022",Centro-oeste , Mato Grosso do Sul , Coronel Sapucaia,5003157,Deslocamento Coletivo , Caminhada,Outros,POvo Guarani e Kaiowá,,16; Paz Justiça e Instituições Eficazes,homicídio,Segurança Territorial​,NI/05/2022,Mata Atlântica
FLO230522F,"mai. 23, 2022",Centro-oeste , Mato Grosso do Sul , Coronel Sapucaia,5003157,Ocupação de espaço público ou privado , Retomada de Território/Patrimônio,Outros,Povos Guarani e Kaiowá,undefined,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Justiça por assassinato,"Demarcação de terras​
Direito ao território​
Segurança Territorial​
Direitos originários​",,Mata Atlântica
FLO240522B,"mai. 24, 2022",Centro-oeste , Mato Grosso do Sul , Coronel Sapucaia,5003157,Comunicativa,Carta de lamento,Outros,Grande Assembleia Guarani Kaiowá (Aty Guasu),,16; Paz Justiça e Instituições Eficazes,Justiça por assassinato/ Violência;,"Racismo étnico​
Segurança Territorial​",NI/05/2022,Mata Atlântica
FLO280322C,"mar. 28, 2022",Centro-oeste , Mato Grosso do Sul , Dourados,5003702,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Outros,Educadores Indígenas,,"4; Educação de Qualidade
16; Paz Justiça e Instituições Eficazes",Reajuste Salarial,"Outros
Políticas indigenistas​
Educação​",NI/03/22,Cerrado
FLO120122A,"jan. 12, 2022",Centro-oeste , Mato Grosso do Sul , Dourados,5003702,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Outros,"Povos das aldeias indígenas Tey Kue; Caarapó, Reserva Indígena de Dourados.",undefined,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Direito a justiça,"Outros
Demarcação de terras​",,"Cerrado
Mata Atlântica"
FLO24022022A,"abr. 14, 2023",Centro-oeste , Mato Grosso do Sul , Dourados,5003702,Encontro , Reunião de Reivindicação de Ato do Executivo,Outros,"indigenas Jaguapiru, Bororó e Panambizinho",Data inicial: 24/02/2022 Data final: 14/04/24/02/2022,"1; Erradicação da Pobreza
4; Educação de Qualidade
10; Redução das Desigualdades
16; Paz Justiça e Instituições Eficazes",,Políticas indigenistas​,,Cerrado
FLO120922I,"set. 12, 2022",Centro-oeste , Mato Grosso do Sul , Dourados,5003702,Comunicativa, Tuitaço,Outros,Povo Guarani Kaiowá,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Questões de gênero​
Direito ao território​
Segurança Territorial​
Direitos originários​
Patrimônio territorial​",NI/09/2022,"Cerrado
Mata Atlântica"
FLO220922G,"set. 22, 2022",Centro-oeste , Mato Grosso do Sul , Dourados,5003702,Comunicativa, Entrevista Concedida,Outros,Retomada Aratikuty; Povo Guarani-Kaiowá,Data inicial: 19/09/2022 Data final: 19/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Demarcação de terras​
Direito ao território​
Segurança Territorial​",,Cerrado
FLO260922E,"jun. 7, 2023",Centro-oeste , Mato Grosso do Sul , Dourados,5003702,Comunicativa, Entrevista Concedida,Outros,Retomada Ñu Vera Guassu; Povo Guarani-Kaiowá,Data inicial: 21/09/2022 Data final: 21/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Demarcação de terras​
Direito ao território​
Segurança Territorial​
Direitos originários​",,Cerrado
FLO091022A,"out. 9, 2022",Centro-oeste , Mato Grosso do Sul , Jaraguari,5004908,Evento , Feira,Outros,Quilombo Furnas do Dionísio,undefined,2; Fome Zero e Agricultura Sustentável,,"Patrimônio territorial​
Saberes tradicionais​",,Cerrado
FLO260422A,"abr. 26, 2022",Centro-oeste , Mato Grosso do Sul , Naviraí,5005707,judicialização ,Ação Civil Pública,Outros,Comunidade Mboreviry do povo Guarani e Kaiowá,Data inicial: 26/04/2022 Data final: 27/04/2022,"10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis
16; Paz Justiça e Instituições Eficazes",,"Políticas indigenistas​
Direito ao território​
Segurança Territorial​",,Mata Atlântica
FLO311022A,"out. 31, 2022",Centro-oeste , Mato Grosso do Sul , Nioaque,5005806,Interseccionalidade institucional ,Projeto,Outros,Associação de Produtores de Mel da Aldeia Cabeceira (Amelca),,"11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis",,"Autonomia
Defesa ambiental​
Direitos originários​",NI/06/22,
FLO260822A,"ago. 26, 2022",Centro-oeste , Mato Grosso do Sul , Nioaque,5005806,Comunicativa, Campanha,Articulação dos Povos Indígenas do Brasil (APIB),,Data inicial: 26/08/2022 Data final: 26/08/2022,"3; Saúde e Bem-Estar
4; Educação de Qualidade
5; Igualdade de Gênero
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Questões de gênero​
Políticas indigenistas​
Saúde indígena​
Educação​",,Pantanal
FLO020722A,"jul. 2, 2022",Centro-oeste , Mato Grosso do Sul , Ponta Porã,5006606,Interseccionalidade institucional , Participação em Audiência Publica,Outros,Povo Guarani Kaiowá; Povo Guaraní; Povo Guarani Nhandeva; Povo Ofayé,undefined,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Racismo étnico​
Demarcação de terras​
Marco temporal​
Direito ao território​",,Pantanal
FLO26022022A,"fev. 26, 2022",Centro-oeste , Mato Grosso do Sul , Rio Brilhante,5007208,Ocupação de espaço público ou privado , Retomada de Território/Patrimônio,NI,Guarani e Kaiowá,Data inicial: 26/02/2022 Data final: 26/02/2022,16; Paz Justiça e Instituições Eficazes,,Demarcação de terras​,,Cerrado
FLO26022022B,"fev. 26, 2022",Centro-oeste , Mato Grosso do Sul , Rio Brilhante,5007208,Ocupação de espaço público ou privado ,Interdição da rodovia,NI,Guarani e Kaiowá,Data inicial: 26/02/2022 Data final: 26/02/2022,10; Redução das Desigualdades,,"Demarcação de terras​
Direitos originários​",,Cerrado
FLO020322B,"mar. 2, 2022",Centro-oeste , Mato Grosso do Sul , Rio Brilhante,5007208,Ocupação de espaço público ou privado , Retomada de Território/Patrimônio,Outros,Indígenas Guarani; Indígenas Kaiowa,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Direitos originários​",,Cerrado
FLO030822B,"ago. 3, 2022",Centro-oeste , Mato Grosso do Sul , Água Clara,5000203,Comunicativa, Nota de Repúdio,"Outros
Articulação dos Povos Indígenas do Brasil (APIB)",Povo Kayabi,,16; Paz Justiça e Instituições Eficazes,,"Autonomia
Demarcação de terras​
Direito ao território​
Direitos originários​
Patrimônio territorial​",NI/07/2022,Amazônia
FLO220622A,"jun. 22, 2022",Nordeste , Alagoas , Carneiros,2701803,Comunicativa, Entrevista Concedida,Outros,Coletivo Cultural Quilombo  de Saias e Luta,,5; Igualdade de Gênero,,Questões de gênero​,N.I.,Caatinga
FLO280122D,"jan. 28, 2022",Nordeste , Alagoas , Maceió,2704302,Encontro , Reunião de Articulação,Outros,Diretoria do Fórum Estadual Permanente de Mulheres Quilombolas,undefined,15; Vida Terrestre,Organização do movimento quilombola,"N.I.
Outros",,Mata Atlântica
FLO200622A,"jun. 20, 2022",Nordeste , Alagoas , Palmeira dos Índios,2706307,Comunicativa, Entrevista Concedida,"Articulação dos Povos e Organizações Indígenas do Nordeste, Minas Gerais e Espírito Santo (Apoinme)",,,3; Saúde e Bem-Estar,,Saúde indígena​,N.I.,"Caatinga
Mata Atlântica"
FLO010322C,"mar. 1, 2022",Nordeste , Bahia , Buerarema,2904704,Comunicativa, Entrevista Concedida,Outros,Sthefany Tupinambá; Michelle Nascimento; Cacique Babau Tupinambá; Ayana Soares; Iasmin Wyara dos Santos; Allan Arfé Kanãnahá Tuxá,Data inicial: 01/03/2022 Data final: 01/03/2022,4; Educação de Qualidade,Descolonização do Pensamento; Escola Indígena,Educação​,,Mata Atlântica
FLO160222B,"fev. 16, 2022",Nordeste , Bahia , Casa Nova,2907202,Deslocamento Coletivo , Caminhada,Outros,comunidades tradicionais de fundo de pasto da região de Lagoa da Caatinga,,17; Parcerias e Meios de Implementação,,"Defesa ambiental​
Preservação ambiental​
Demarcação de terras​
Desmatamento​",,Caatinga
FLO010922D,"set. 1, 2022",Nordeste , Bahia , Gentio do Ouro,2911303,Interseccionalidade institucional ,Acordo,Outros,Comunidade Tiririca de Fundo e Fecho de Pasto da Bahia,Data inicial: 01/09/2022 Data final: 01/09/2022,"2; Fome Zero e Agricultura Sustentável
8; Trabalho Decente e Crescimento Econômico
11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Autonomia
Direito ao território​",,Caatinga
FLO250322D,"mar. 25, 2022",Nordeste , Bahia , Ilhéus,2913606,Judicialização ,Abertura de Boletim de Ocorrência,Outros,Comunidade Alto Terra Nova,Data inicial: 23/03/2022 Data final: 23/03/2022,16; Paz Justiça e Instituições Eficazes,Segurança,Outros,,Mata Atlântica
FLO250322E,"mar. 25, 2022",Nordeste , Bahia , Ilhéus,2913606,Ocupação de espaço público ou privado , Acampamento,Outros,Comunidade Alto Terra Nova,Data inicial: 20/03/2022 Data final: 23/03/2022,"10; Redução das Desigualdades
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Demarcação de terras​
Direitos originários​",,Mata Atlântica
FLO081122B,"nov. 8, 2022",Nordeste , Bahia , Jeremoabo,2918100,Encontro , Reunião de Articulação,NI,,Data inicial: 07/11/2022 Data final: 07/11/2022,13; Ação Contra Mudança Global do Clima,Regularização Ambiental,Outros,,Mata Atlântica
FLO060122A,"jan. 6, 2022",Nordeste , Bahia , Palmeiras,2923506,Comunicativa, Nota de Repúdio,Outros,Comunidade quilombola do Corcovado,,"12; Consumo e Produção Responsáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,Cultura​,NI/01/2022,Caatinga
FLO240122B,"jan. 24, 2022",Nordeste , Bahia , Piatã,2924306,Judicialização , Ofício de Reinvindicação de Ato do Executivo,Outros,SOS Bocaína e Mocó,undefined,"11; Cidades e Comunidades Sustentáveis
13; Ação Contra Mudança Global do Clima
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Direitos originários​",,Caatinga
FLO300822A,"ago. 30, 2022",Nordeste , Bahia , Porto Seguro,2925303,Encontro , Reunião de Articulação,"Articulação dos Povos e Organizações Indígenas do Nordeste, Minas Gerais e Espírito Santo (Apoinme)
Povo Pataxó",Movimento Unido dos Povos e Organizações Indígenas da Bahia (MUPOIBA); Conselho de Caciques do município de Santa Cruz Cabrália; Conselho local do território Ponta Grande,Data inicial: 26/08/2022 Data final: 26/08/2022,"3; Saúde e Bem-Estar
10; Redução das Desigualdades
16; Paz Justiça e Instituições Eficazes",,"Demarcação de terras​
Direito ao território​
Segurança Territorial​
Autonomia​
Direitos originários​
Patrimônio territorial​",,Mata Atlântica
FLO170322C,"mar. 17, 2022",Nordeste , Bahia , Porto Seguro,2925303,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Outros,Indígenas da aldeia Novos Guerreiros,Data inicial: 13/03/2022 Data final: 13/03/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Direito a Vida,"Outros
Defesa ambiental​
Direito ao território​
Segurança Territorial​",,Mata Atlântica
FLO080922D,"set. 8, 2022",Nordeste , Bahia , Porto Seguro,2925303,Encontro , Reunião de Negociação,Povo Pataxó,,Data inicial: 06/09/2022 Data final: 06/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Segurança Territorial​
Direitos originários​
Patrimônio territorial​",,Mata Atlântica
FLO080922E,"set. 8, 2022",Nordeste , Bahia , Porto Seguro,2925303,Comunicativa,Carta de deúncia,Povo Pataxó,,Data inicial: 06/09/2022 Data final: 06/09/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Segurança Territorial​
Direitos originários​
Patrimônio territorial​",,Mata Atlântica
FLO230722A,"jul. 23, 2022",Nordeste , Bahia , Porto Seguro,2925303,Live ou produção de conteúdo,Produção de conteúdo digital,NI,Movimento Unido dos Povos e Organizações Indígenas da Bahia (Mupoiba),Data inicial: 19/07/2022 Data final: 25/07/2022,16; Paz Justiça e Instituições Eficazes,,Segurança Territorial​,,NI
FLO220922D,"set. 22, 2022",Nordeste , Bahia , Porto Seguro,2925303,Encontro , Reunião de Denúncia,Outros,Povo Pataxó,Data inicial: 22/09/2022 Data final: 22/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Demarcação de terras​
Direito ao território​
Segurança Territorial​
Direitos originários​
Patrimônio territorial​",,Mata Atlântica
FLO300822C,"ago. 30, 2022",Nordeste , Bahia , Porto Seguro,2925303,Comunicativa, Nota de Repúdio,Outros,CONSELHO DOS CACIQUES PATAXÓ DO EXTREMO SUL DA BAHIA,Data inicial: 23/08/2022 Data final: 23/08/2022,"3; Saúde e Bem-Estar
8; Trabalho Decente e Crescimento Econômico
10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis
16; Paz Justiça e Instituições Eficazes",,"Preservação ambiental​
Demarcação de terras​
Direito ao território​
Saúde indígena​
Segurança Territorial​
Cultura​",,Mata Atlântica
FLO180822A,"ago. 18, 2022",Nordeste , Bahia , Porto Seguro,2925303,Comunicativa, Vídeo de Denúncia,Outros,Movimento Unido dos Povos e Organizações Indígenas da Bahia (MUPOIBA),Data inicial: 17/08/2022 Data final: 17/08/2022,16; Paz Justiça e Instituições Eficazes,,"Demarcação de terras​
Direito ao território​
Segurança Territorial​",,NI
